Area,Item,Year,Export Quantity (t),Export Value (1000 USD),Import Quantity (t),Import Value (1000 USD)
Poland,"Milk, Total",2000,682897.23,161470.0,245109.98,49210.0
Poland,"Milk, Total",2001,1092143.29,280036.0,154972.8,38736.0
Poland,"Milk, Total",2002,883765.29,162201.0,139763.3,26319.0
Poland,"Milk, Total",2003,864739.59,197692.0,111998.9,30336.0
Poland,"Milk, Total",2004,1252201.98,410712.0,113090.4,43388.0
Poland,"Milk, Total",2005,1764935.58,665231.0,125629.6,54389.0
Poland,"Milk, Total",2006,1478969.58,604619.0,137250.1,69936.0
Poland,"Milk, Total",2007,1338128.88,845669.0,247041.6,158140.0
Poland,"Milk, Total",2008,1613265.48,880369.0,251436.3,177656.0
Poland,"Milk, Total",2009,1430656.68,578619.0,324287.79,170895.0
Poland,"Milk, Total",2010,1432143.38,712155.0,430428.19,240514.0
Poland,"Milk, Total",2011,1516970.68,894813.0,553290.59,336152.0
Poland,"Milk, Total",2012,1460420.28,753619.0,484814.49,288733.0
Poland,"Milk, Total",2013,1318682.38,874451.0,690362.69,441772.0
Poland,"Milk, Total",2014,2019096.96,1198835.02,767414.67,517343.4
Poland,"Milk, Total",2015,2034389.48,802504.0,779440.45,433175.76
Poland,"Milk, Total",2016,1870687.94,731262.22,1001941.24,495891.05
Poland,"Milk, Total",2017,2145290.1,1149598.79,960910.65,530385.87
Poland,"Milk, Total",2018,2479081.04,1256542.22,1000936.25,534600.18
Poland,"Milk, Total",2019,2541424.22,1169869.26,1103686.18,518599.44
Poland,"Milk, Total",2020,2517724.25,1167388.26,1085327.79,512248.91
Poland,"Milk, Total",2021,2521759.59,1375319.21,1187156.58,648731.33
Poland,"Milk, Total",2022,2709793.15,1933797.84,1336657.78,875511.22
Poland,"Hen eggs in shell, fresh",2000,271.9,336.0,1194.06,4159.0
Poland,"Hen eggs in shell, fresh",2001,3089.0,1185.0,1006.0,4165.0
Poland,"Hen eggs in shell, fresh",2002,8343.0,4773.0,888.0,3878.0
Poland,"Hen eggs in shell, fresh",2003,26500.0,24349.0,982.0,4821.0
Poland,"Hen eggs in shell, fresh",2004,28036.0,24926.0,4513.0,10445.0
Poland,"Hen eggs in shell, fresh",2005,49431.0,45599.0,11720.0,20943.0
Poland,"Hen eggs in shell, fresh",2006,57938.0,67743.0,10643.0,24801.0
Poland,"Hen eggs in shell, fresh",2007,88245.0,117614.0,10097.0,29688.0
Poland,"Hen eggs in shell, fresh",2008,118240.0,171351.0,18299.0,42058.0
Poland,"Hen eggs in shell, fresh",2009,142143.0,207803.0,27798.0,52900.0
Poland,"Hen eggs in shell, fresh",2010,152850.0,190203.0,19244.0,44441.0
Poland,"Hen eggs in shell, fresh",2011,173992.0,207665.0,21030.0,48503.0
Poland,"Hen eggs in shell, fresh",2012,183815.0,293253.0,12024.0,29319.0
Poland,"Hen eggs in shell, fresh",2013,213561.0,271332.0,18353.0,37881.0
Poland,"Hen eggs in shell, fresh",2014,204936.27,276162.0,22233.1,38132.0
Poland,"Hen eggs in shell, fresh",2015,233749.89,282760.0,15981.5,28408.0
Poland,"Hen eggs in shell, fresh",2016,234567.27,237045.0,18031.75,24038.0
Poland,"Hen eggs in shell, fresh",2017,264576.49,369019.0,14805.06,21405.0
Poland,"Hen eggs in shell, fresh",2018,203493.02,281814.0,11866.35,20192.0
Poland,"Hen eggs in shell, fresh",2019,215626.2,282941.0,9123.06,14679.0
Poland,"Hen eggs in shell, fresh",2020,198041.32,261863.0,10629.08,16679.0
Poland,"Hen eggs in shell, fresh",2021,147746.15,228282.0,26913.39,49703.0
Poland,"Hen eggs in shell, fresh",2022,226948.58,442266.0,18704.66,44413.0
Poland,"Meat, Total",2000,10633.266470588234,21717.470588235294,4620.813684210527,4612.315789473684
Poland,"Meat, Total",2001,12259.069444444445,27974.21052631579,5844.4925,6186.285714285715
Poland,"Meat, Total",2002,18036.066666666666,32457.277777777777,4975.573809523809,5629.761904761905
Poland,"Meat, Total",2003,23934.244444444445,50541.666666666664,4535.052380952381,5867.0
Poland,"Meat, Total",2004,27346.78,68114.3,13263.666666666666,14721.619047619048
Poland,"Meat, Total",2005,40923.315,103955.3,13399.338095238094,15188.142857142857
Poland,"Meat, Total",2006,51389.54,133037.6,13506.588095238094,15567.761904761905
Poland,"Meat, Total",2007,59037.8625,186788.15,12705.880952380952,20397.619047619046
Poland,"Meat, Total",2008,64436.65,222565.0,9100.440476190477,19721.619047619046
Poland,"Meat, Total",2009,79687.10250000001,220488.6,10522.745238095238,19388.571428571428
Poland,"Meat, Total",2010,98279.3225,259870.55,10557.769047619047,19981.333333333332
Poland,"Meat, Total",2011,102951.95999999999,318619.25,10191.735714285714,23277.95238095238
Poland,"Meat, Total",2012,120134.51999999999,341914.45,11863.464285714286,22749.52380952381
Poland,"Meat, Total",2013,130725.6,372458.1,11557.057142857144,26067.85714285714
Poland,"Meat, Total",2014,150913.7580952381,434921.10761904763,12508.51761904762,34590.287142857145
Poland,"Meat, Total",2015,170218.37590909092,421519.2104545455,13907.2775,33061.252
Poland,"Meat, Total",2016,193239.825,441018.0054545455,14768.239545454546,34016.34818181818
Poland,"Meat, Total",2017,217749.9122727273,522062.39909090905,17428.723333333335,39603.93666666666
Poland,"Meat, Total",2018,237184.90590909088,611711.4772727273,20818.498095238097,47741.75
Poland,"Meat, Total",2019,283127.0775,672395.257,23181.874285714286,47962.398095238095
Poland,"Meat, Total",2020,290085.76950000005,654201.6905,19559.336666666666,43135.90904761905
Poland,"Meat, Total",2021,265356.23863636365,707174.6113636363,21949.105454545454,51311.38272727272
Poland,"Meat, Total",2022,284874.965,930855.5086363635,25118.286666666667,65890.31619047618
Poland,Raw milk of cattle,2000,188.29,279.0,459.91,156.0
Poland,Raw milk of cattle,2001,329.0,306.0,8341.0,1741.0
Poland,Raw milk of cattle,2002,137.0,152.0,7846.0,1958.0
Poland,Raw milk of cattle,2003,145.0,130.0,2917.0,863.0
Poland,Raw milk of cattle,2004,28442.0,11545.0,240.0,149.0
Poland,Raw milk of cattle,2005,137106.0,49671.0,749.0,430.0
Poland,Raw milk of cattle,2006,153881.0,69047.0,23283.0,9317.0
Poland,Raw milk of cattle,2007,92920.0,49548.0,32934.0,18559.0
Poland,Raw milk of cattle,2008,161874.0,84567.0,13304.0,10237.0
Poland,Raw milk of cattle,2009,218602.0,89331.0,36042.0,15434.0
Poland,Raw milk of cattle,2010,167570.0,80121.0,36097.0,15494.0
Poland,Raw milk of cattle,2011,163011.0,84949.0,49569.0,26324.0
Poland,Raw milk of cattle,2012,228061.0,131193.0,109156.0,55674.0
Poland,Raw milk of cattle,2013,200515.0,142668.0,137381.0,75818.0
Poland,Raw milk of cattle,2014,278068.74,175048.0,160351.42,79343.0
Poland,Raw milk of cattle,2015,431057.6,174810.0,176106.61,56421.0
Poland,Raw milk of cattle,2016,516993.1,194628.0,189599.72,62927.0
Poland,Raw milk of cattle,2017,529209.44,259881.0,129402.29,58120.0
Poland,Raw milk of cattle,2018,546851.55,280513.0,140739.57,59421.0
Poland,Raw milk of cattle,2019,712774.03,331503.0,131802.34,56145.0
Poland,Raw milk of cattle,2020,733518.43,355011.0,89627.62,43022.0
Poland,Raw milk of cattle,2021,755546.12,402645.0,96369.4,48443.0
Poland,Raw milk of cattle,2022,739946.48,481443.0,96124.39,58438.0
Poland,Wheat,2000,2183.07,269.0,675155.97,85285.0
Poland,Wheat,2001,420.0,189.0,318454.0,45328.0
Poland,Wheat,2002,548912.0,62027.0,205661.0,27638.0
Poland,Wheat,2003,559174.0,67198.0,97856.0,17796.0
Poland,Wheat,2004,188098.0,26641.0,249086.0,46865.0
Poland,Wheat,2005,445170.0,56324.0,243565.0,31946.0
Poland,Wheat,2006,652026.0,105720.0,591614.0,102619.0
Poland,Wheat,2007,335701.0,99244.0,1176183.0,268025.0
Poland,Wheat,2008,346370.0,101297.0,1135837.0,354666.0
Poland,Wheat,2009,2015949.0,401499.0,619021.0,98279.0
Poland,Wheat,2010,940295.0,201429.0,683524.0,127791.0
Poland,Wheat,2011,825288.0,274213.0,816653.0,245250.0
Poland,Wheat,2012,1060554.0,331161.0,735149.0,200837.0
Poland,Wheat,2013,1641747.0,463603.0,570886.0,148217.0
Poland,Wheat,2014,3199796.23,813278.0,547479.9,132751.0
Poland,Wheat,2015,3954626.23,865031.0,477652.37,91786.0
Poland,Wheat,2016,4401721.98,827755.0,814078.21,138621.0
Poland,Wheat,2017,2785540.35,560426.0,924930.34,166469.0
Poland,Wheat,2018,1790319.03,403215.0,625123.63,131842.0
Poland,Wheat,2019,2079765.54,427779.0,554003.13,113811.0
Poland,Wheat,2020,4689129.58,1047399.0,869332.16,174663.0
Poland,Wheat,2021,3591489.88,979272.0,594863.36,154001.0
Poland,Wheat,2022,3637950.29,1405318.0,951663.57,284262.0
Romania,Barley,2000,92565.0,8341.0,74781.0,10803.0
Romania,Barley,2001,244222.0,21976.0,64641.0,10488.0
Romania,Barley,2002,364583.0,30185.0,28369.0,3114.0
Romania,Barley,2003,15872.0,1254.0,105255.0,18015.0
Romania,Barley,2004,63110.0,6460.0,126889.0,23444.0
Romania,Barley,2005,317461.0,37619.0,23404.0,3335.0
Romania,Barley,2006,118791.0,15156.0,22574.0,3858.0
Romania,Barley,2007,139808.0,36473.0,46105.0,13928.0
Romania,Barley,2008,645056.0,163102.0,187449.0,48279.0
Romania,Barley,2009,543311.0,83761.0,47210.0,7237.0
Romania,Barley,2010,771878.0,125706.0,90878.0,18989.0
Romania,Barley,2011,763541.0,202289.0,186770.0,48036.0
Romania,Barley,2012,688075.0,197865.0,138024.0,41292.0
Romania,Barley,2013,1132938.0,296937.0,222758.0,59022.0
Romania,Barley,2014,1374770.7,302996.0,110095.3,22832.0
Romania,Barley,2015,1763164.1,331857.0,527217.19,92198.0
Romania,Barley,2016,1310986.43,212274.0,480421.08,77803.0
Romania,Barley,2017,1442724.39,242925.0,520761.33,84625.0
Romania,Barley,2018,1332348.97,278102.0,271981.95,54237.0
Romania,Barley,2019,1124188.56,205472.0,148652.52,28616.0
Romania,Barley,2020,1308992.1,244845.0,751592.45,130359.0
Romania,Barley,2021,2097713.05,493436.0,403852.53,91471.0
Romania,Barley,2022,1350820.27,457048.0,253420.9,78296.0
Romania,"Cereals, primary",2000,348513.0,33455.0,301855.0,42194.0
Romania,"Cereals, primary",2001,681940.0,67274.0,776691.0,102811.0
Romania,"Cereals, primary",2002,818077.0,75916.0,175202.0,19820.0
Romania,"Cereals, primary",2003,129313.0,19534.0,2105403.0,335453.0
Romania,"Cereals, primary",2004,399639.0,54499.0,1273244.0,248931.0
Romania,"Cereals, primary",2005,1009568.0,123538.0,218792.0,39444.0
Romania,"Cereals, primary",2006,1266739.0,181710.0,121401.0,29506.0
Romania,"Cereals, primary",2007,660501.0,202934.0,1305649.0,338071.0
Romania,"Cereals, primary",2008,3330024.0,920534.0,1161438.0,377679.0
Romania,"Cereals, primary",2009,4594797.0,860575.0,1508787.0,309001.0
Romania,"Cereals, primary",2010,5360660.0,1162303.0,1255014.0,294283.0
Romania,"Cereals, primary",2011,4671464.0,1448759.0,1185792.0,407380.0
Romania,"Cereals, primary",2012,5325568.0,1679604.0,1373625.0,444984.0
Romania,"Cereals, primary",2013,9179979.0,2579106.0,1190035.0,387896.0
Romania,"Cereals, primary",2014,10114904.84,2602081.69,1258053.42,346069.79
Romania,"Cereals, primary",2015,10481638.6,2174146.27,1891077.08,551886.11
Romania,"Cereals, primary",2016,11785466.43,2263974.09,3230725.62,606473.04
Romania,"Cereals, primary",2017,11029836.95,2205380.9,2324914.23,488872.25
Romania,"Cereals, primary",2018,11859097.42,2557173.5,1401561.31,351220.9
Romania,"Cereals, primary",2019,13936727.33,2851827.71,1641194.48,403847.89
Romania,"Cereals, primary",2020,11291241.5,2452930.87,3337821.83,757657.86
Romania,"Cereals, primary",2021,15929072.75,4221472.63,2329931.96,708719.67
Romania,"Cereals, primary",2022,12604504.87,4502025.39,2666400.86,938138.15
Romania,"Milk, Total",2000,7045.7,1453.0,56346.5,16290.0
Romania,"Milk, Total",2001,9212.9,1863.0,51721.3,16246.0
Romania,"Milk, Total",2002,1688.5,445.0,66569.2,17691.0
Romania,"Milk, Total",2003,1091.0,272.0,73854.9,20100.0
Romania,"Milk, Total",2004,7982.6,2609.0,49593.8,16703.0
Romania,"Milk, Total",2005,11899.5,5365.0,55177.3,21542.0
Romania,"Milk, Total",2006,4875.2,2793.0,72054.5,29792.0
Romania,"Milk, Total",2007,24465.8,19223.0,149453.9,81542.0
Romania,"Milk, Total",2008,28544.1,20913.0,170356.6,108106.0
Romania,"Milk, Total",2009,31554.2,19335.0,241773.0,124510.0
Romania,"Milk, Total",2010,44588.7,26436.0,234952.9,124935.0
Romania,"Milk, Total",2011,60082.9,39450.0,250917.7,142171.0
Romania,"Milk, Total",2012,61156.1,34182.0,249465.7,128394.0
Romania,"Milk, Total",2013,59617.1,35835.0,277672.4,162760.0
Romania,"Milk, Total",2014,94362.72,63832.84,240813.6,148169.61
Romania,"Milk, Total",2015,81612.69,43717.64,297384.55,131880.46
Romania,"Milk, Total",2016,75573.24,40086.13,374868.84,170868.47
Romania,"Milk, Total",2017,81908.91,46373.86,416328.19,226749.05
Romania,"Milk, Total",2018,87233.36,58975.8,389411.45,231013.79
Romania,"Milk, Total",2019,73063.14,52003.2,429761.53,248108.82
Romania,"Milk, Total",2020,62206.28,46102.47,474356.29,271693.65
Romania,"Milk, Total",2021,68742.31,47030.56,507814.97,324405.14
Romania,"Milk, Total",2022,74184.39,53204.69,563730.56,417868.86
Romania,"Hen eggs in shell, fresh",2000,6.0,17.0,4918.0,3180.0
Romania,"Hen eggs in shell, fresh",2001,281.0,728.0,14679.0,5322.0
Romania,"Hen eggs in shell, fresh",2002,30.0,106.0,3123.0,2275.0
Romania,"Hen eggs in shell, fresh",2003,1253.0,1326.0,1337.0,2151.0
Romania,"Hen eggs in shell, fresh",2004,1371.0,983.0,5353.0,6584.0
Romania,"Hen eggs in shell, fresh",2005,87.0,488.0,5804.0,7208.0
Romania,"Hen eggs in shell, fresh",2006,13.0,24.0,7294.0,7659.0
Romania,"Hen eggs in shell, fresh",2007,1811.0,2072.0,5535.0,11933.0
Romania,"Hen eggs in shell, fresh",2008,2607.0,3572.0,11018.0,28934.0
Romania,"Hen eggs in shell, fresh",2009,3201.0,5100.0,14655.0,31586.0
Romania,"Hen eggs in shell, fresh",2010,6410.0,8470.0,14654.0,28423.0
Romania,"Hen eggs in shell, fresh",2011,2991.0,4573.0,16263.0,30629.0
Romania,"Hen eggs in shell, fresh",2012,8864.0,13268.0,5386.0,17049.0
Romania,"Hen eggs in shell, fresh",2013,14270.0,16813.0,9174.0,22429.0
Romania,"Hen eggs in shell, fresh",2014,6949.8,9129.0,9262.8,23130.0
Romania,"Hen eggs in shell, fresh",2015,11182.9,13872.0,11389.02,22334.0
Romania,"Hen eggs in shell, fresh",2016,7225.22,7755.0,11092.7,19221.0
Romania,"Hen eggs in shell, fresh",2017,10526.46,13745.0,10841.84,22570.0
Romania,"Hen eggs in shell, fresh",2018,12571.91,18955.0,7723.78,18414.0
Romania,"Hen eggs in shell, fresh",2019,14547.51,19933.0,11721.32,23861.0
Romania,"Hen eggs in shell, fresh",2020,12397.58,16604.0,14743.31,27641.0
Romania,"Hen eggs in shell, fresh",2021,13273.07,19652.0,14586.74,31802.0
Romania,"Hen eggs in shell, fresh",2022,22326.21,36325.0,12601.66,29402.0
Romania,"Meat, Total",2000,910.805,1045.65,6304.373529411765,5914.882352941177
Romania,"Meat, Total",2001,991.7375,1824.35,14416.758823529412,12697.235294117647
Romania,"Meat, Total",2002,888.5049999999999,1705.35,18901.49705882353,11925.764705882353
Romania,"Meat, Total",2003,1157.315,2684.2,16956.71176470588,11307.176470588236
Romania,"Meat, Total",2004,1637.6399999999999,4026.15,22829.158333333333,15934.277777777777
Romania,"Meat, Total",2005,1401.6875,4096.05,31198.925000000003,28565.833333333332
Romania,"Meat, Total",2006,2166.8725,5841.3,34161.98333333333,30143.666666666668
Romania,"Meat, Total",2007,2174.215,6102.15,23771.384210526314,40804.68421052631
Romania,"Meat, Total",2008,3216.305,9603.0,22161.52894736842,45725.10526315789
Romania,"Meat, Total",2009,6221.675,14739.15,25177.8,43922.47368421053
Romania,"Meat, Total",2010,10712.622500000001,22429.45,19600.939473684208,32975.73684210526
Romania,"Meat, Total",2011,13824.545000000002,41177.45,18633.02105263158,33382.52631578947
Romania,"Meat, Total",2012,14943.085000000001,43414.5,23200.57368421053,35188.31578947369
Romania,"Meat, Total",2013,13427.835000000001,37710.95,22128.765789473684,35993.78947368421
Romania,"Meat, Total",2014,13452.889000000001,35852.876000000004,23624.39136363636,37885.79
Romania,"Meat, Total",2015,13400.674090909091,32885.01318181818,26124.625454545454,34247.185909090906
Romania,"Meat, Total",2016,14365.564285714285,30576.779047619046,26932.12590909091,36519.817727272726
Romania,"Meat, Total",2017,14074.29380952381,34828.43142857143,26970.996818181815,37166.59
Romania,"Meat, Total",2018,15148.755238095237,41742.136666666665,27302.76272727273,43555.601363636364
Romania,"Meat, Total",2019,16406.046666666665,39543.47285714286,26704.82761904762,43857.57476190476
Romania,"Meat, Total",2020,15987.053,35953.2445,27702.92681818182,42992.715
Romania,"Meat, Total",2021,15131.165454545455,40096.63681818182,26105.998181818184,52012.321363636365
Romania,"Meat, Total",2022,16573.026818181817,50137.05181818181,26893.165909090905,58540.295
Romania,Raw milk of cattle,2000,24.0,16.0,3894.0,982.0
Romania,Raw milk of cattle,2001,18.0,24.0,3036.0,825.0
Romania,Raw milk of cattle,2002,7.0,9.0,2799.0,835.0
Romania,Raw milk of cattle,2003,9.0,14.0,1699.0,645.0
Romania,Raw milk of cattle,2004,58.0,73.0,1393.0,623.0
Romania,Raw milk of cattle,2005,890.0,830.0,1941.0,1030.0
Romania,Raw milk of cattle,2006,424.0,396.0,3823.0,2292.0
Romania,Raw milk of cattle,2007,543.0,601.0,45212.0,22940.0
Romania,Raw milk of cattle,2008,617.0,607.0,54642.0,32979.0
Romania,Raw milk of cattle,2009,380.0,321.0,89839.0,43335.0
Romania,Raw milk of cattle,2010,1092.0,660.0,111334.0,54307.0
Romania,Raw milk of cattle,2011,4456.0,2521.0,116321.0,64653.0
Romania,Raw milk of cattle,2012,7539.0,5659.0,118631.0,64468.0
Romania,Raw milk of cattle,2013,21467.0,15981.0,129681.0,76441.0
Romania,Raw milk of cattle,2014,35006.6,23618.0,109434.93,65738.0
Romania,Raw milk of cattle,2015,32379.28,18449.0,141926.98,60760.0
Romania,Raw milk of cattle,2016,43262.68,22800.0,178205.36,72309.0
Romania,Raw milk of cattle,2017,41291.67,25906.0,191625.05,94271.0
Romania,Raw milk of cattle,2018,48293.47,32403.0,175453.85,86327.0
Romania,Raw milk of cattle,2019,48035.5,32146.0,166637.55,79582.0
Romania,Raw milk of cattle,2020,36539.23,25315.0,186118.69,88242.0
Romania,Raw milk of cattle,2021,43389.96,27027.0,195799.46,99284.0
Romania,Raw milk of cattle,2022,40351.12,27767.0,212106.07,128151.0
Romania,Wheat,2000,111502.0,11818.0,189172.0,23488.0
Romania,Wheat,2001,405005.0,40188.0,296419.0,37677.0
Romania,Wheat,2002,264748.0,24617.0,120618.0,11660.0
Romania,Wheat,2003,12544.0,3009.0,1723889.0,277949.0
Romania,Wheat,2004,25504.0,4654.0,841169.0,167273.0
Romania,Wheat,2005,258838.0,30233.0,158767.0,23532.0
Romania,Wheat,2006,904702.0,118580.0,77801.0,12896.0
Romania,Wheat,2007,206634.0,63004.0,587527.0,149095.0
Romania,Wheat,2008,1988758.0,561304.0,441638.0,137227.0
Romania,Wheat,2009,2340674.0,422720.0,628844.0,108415.0
Romania,Wheat,2010,2480144.0,503065.0,719955.0,149179.0
Romania,Wheat,2011,1568735.0,430919.0,559139.0,172856.0
Romania,Wheat,2012,2314889.0,699123.0,531876.0,152466.0
Romania,Wheat,2013,4773295.0,1298522.0,679828.0,163226.0
Romania,Wheat,2014,4965442.89,1274848.0,670921.07,154252.0
Romania,Wheat,2015,3555280.71,768394.0,652270.4,128109.0
Romania,Wheat,2016,6993999.34,1263677.0,2155962.7,366146.0
Romania,Wheat,2017,5769094.07,1123161.0,1314087.16,247652.0
Romania,Wheat,2018,5880584.51,1232666.0,692814.13,141725.0
Romania,Wheat,2019,6103187.93,1256758.0,855127.28,175539.0
Romania,Wheat,2020,4304773.93,962465.0,1212152.9,250925.0
Romania,Wheat,2021,6907746.23,1800140.0,953147.93,255461.0
Romania,Wheat,2022,5684672.73,2076086.0,1049353.63,320219.0
Spain,Barley,2000,204084.0,23906.0,84274.0,10839.0
Spain,Barley,2001,200298.0,24002.0,690062.0,77139.0
Spain,Barley,2002,34346.0,5225.0,1529748.0,170591.0
Spain,Barley,2003,103503.0,16761.0,597789.0,80910.0
Spain,Barley,2004,59898.0,11470.0,1041857.0,181921.0
Spain,Barley,2005,52519.0,10196.0,1601801.0,253136.0
Spain,Barley,2006,34032.0,6573.0,1284453.0,208331.0
Spain,Barley,2007,816235.0,256825.0,277949.0,66481.0
Spain,Barley,2008,310996.0,111334.0,301073.0,82534.0
Spain,Barley,2009,28076.0,7087.0,1531073.0,282245.0
Spain,Barley,2010,186847.0,92109.0,918439.0,170961.0
Spain,Barley,2011,115129.0,41365.0,999158.0,245038.0
Spain,Barley,2012,71113.0,27137.0,276184.0,85038.0
Spain,Barley,2013,77146.0,23128.0,313138.0,99426.0
Spain,Barley,2014,144194.2,39386.0,401797.55,94361.0
Spain,Barley,2015,35715.43,9785.0,823570.31,162717.0
Spain,Barley,2016,47681.82,14659.0,1069098.29,195172.0
Spain,Barley,2017,84329.28,20853.0,1341121.92,235848.0
Spain,Barley,2018,255083.71,65986.0,465965.0,101891.0
Spain,Barley,2019,151462.1,39831.0,1221054.54,230123.0
Spain,Barley,2020,111428.6,27082.0,383213.66,82637.0
Spain,Barley,2021,313011.06,83497.0,542554.03,152549.0
Spain,Barley,2022,120835.83,48908.0,1329817.68,458993.0
Spain,"Cereals, primary",2000,740770.0,110860.22,6502081.0,835816.68
Spain,"Cereals, primary",2001,1223830.0,206162.0,7533964.0,928610.0
Spain,"Cereals, primary",2002,1331990.0,234071.0,12145705.0,1449534.0
Spain,"Cereals, primary",2003,1276915.0,269593.0,9370785.0,1404520.0
Spain,"Cereals, primary",2004,872478.0,209235.0,8957040.0,1594218.0
Spain,"Cereals, primary",2005,414852.0,113070.0,14279606.0,2231462.0
Spain,"Cereals, primary",2006,731305.0,173540.0,11796144.0,1931022.0
Spain,"Cereals, primary",2007,1637720.0,549557.0,12068732.0,2956479.0
Spain,"Cereals, primary",2008,1027499.0,541251.0,12202035.0,3682455.0
Spain,"Cereals, primary",2009,702016.0,258890.0,12635067.0,2640913.0
Spain,"Cereals, primary",2010,899106.0,318693.0,10080802.0,2332587.0
Spain,"Cereals, primary",2011,893325.0,387278.0,10709523.0,3317458.0
Spain,"Cereals, primary",2012,578677.0,255941.0,12243526.0,3739648.0
Spain,"Cereals, primary",2013,853104.0,381076.0,9739590.0,2975725.0
Spain,"Cereals, primary",2014,837626.71,360949.95,11969532.56,3060397.13
Spain,"Cereals, primary",2015,791492.61,314513.82,13672693.87,2841753.75
Spain,"Cereals, primary",2016,623518.05,234477.66,14594685.61,2837003.59
Spain,"Cereals, primary",2017,680523.02,244230.7,15565006.73,3056502.0
Spain,"Cereals, primary",2018,885082.0,291809.55,16873021.38,3607893.73
Spain,"Cereals, primary",2019,922798.25,307781.02,17338984.85,3424887.44
Spain,"Cereals, primary",2020,904928.95,350179.97,13654531.21,2903451.65
Spain,"Cereals, primary",2021,832405.0,348720.0,13767675.63,3745230.31
Spain,"Cereals, primary",2022,691589.29,391313.61,18375420.61,6281511.0
Spain,"Milk, Total",2000,713447.29,272967.49,925029.99,347106.29
Spain,"Milk, Total",2001,725491.69,314483.0,892424.69,341206.0
Spain,"Milk, Total",2002,705903.09,275663.0,960767.19,370667.0
Spain,"Milk, Total",2003,651590.89,327705.0,1016146.39,467274.0
Spain,"Milk, Total",2004,645874.69,378894.0,1233964.39,567075.0
Spain,"Milk, Total",2005,653549.89,378562.0,1325564.69,589115.0
Spain,"Milk, Total",2006,601263.89,355465.0,1305772.39,589300.0
Spain,"Milk, Total",2007,749762.69,529303.0,1523837.49,886834.0
Spain,"Milk, Total",2008,596043.69,513984.0,1529005.58,980126.0
Spain,"Milk, Total",2009,527557.09,415691.0,1446117.18,747822.0
Spain,"Milk, Total",2010,687659.09,535244.0,1265237.79,682386.0
Spain,"Milk, Total",2011,714308.29,581510.0,1269582.08,725750.0
Spain,"Milk, Total",2012,807655.59,519710.0,1262343.59,669537.0
Spain,"Milk, Total",2013,619115.79,479410.0,1097871.39,733072.0
Spain,"Milk, Total",2014,681880.83,605072.97,1157442.13,725474.42
Spain,"Milk, Total",2015,731068.19,445385.45,1061565.62,478644.46
Spain,"Milk, Total",2016,817433.82,456996.05,886204.72,403262.0
Spain,"Milk, Total",2017,985504.91,589119.5,979835.86,493719.95
Spain,"Milk, Total",2018,749319.47,559808.22,966547.15,500524.05
Spain,"Milk, Total",2019,913702.94,576057.6,1139935.74,529282.18
Spain,"Milk, Total",2020,869303.82,596974.83,1089342.57,529130.62
Spain,"Milk, Total",2021,917577.46,671627.71,907055.15,558211.9
Spain,"Milk, Total",2022,814667.2,654351.02,1171971.97,749411.13
Spain,"Hen eggs in shell, fresh",2000,47775.0,39032.0,2442.0,9350.0
Spain,"Hen eggs in shell, fresh",2001,42131.0,33837.0,3868.0,11589.0
Spain,"Hen eggs in shell, fresh",2002,61125.0,48606.0,2719.0,8589.0
Spain,"Hen eggs in shell, fresh",2003,99646.0,109598.0,3140.0,14015.0
Spain,"Hen eggs in shell, fresh",2004,103257.0,93331.0,2434.0,12950.0
Spain,"Hen eggs in shell, fresh",2005,102761.0,92479.0,1701.0,14335.0
Spain,"Hen eggs in shell, fresh",2006,149206.0,115505.0,2811.0,17589.0
Spain,"Hen eggs in shell, fresh",2007,105155.0,142350.0,3802.0,22886.0
Spain,"Hen eggs in shell, fresh",2008,121501.0,177968.0,4271.0,25799.0
Spain,"Hen eggs in shell, fresh",2009,124707.0,181950.0,4928.0,24480.0
Spain,"Hen eggs in shell, fresh",2010,122657.0,163163.0,4909.0,19477.0
Spain,"Hen eggs in shell, fresh",2011,96200.0,132536.0,9719.0,28006.0
Spain,"Hen eggs in shell, fresh",2012,54465.0,101239.0,7919.0,27483.0
Spain,"Hen eggs in shell, fresh",2013,59006.0,105555.0,8146.0,19476.0
Spain,"Hen eggs in shell, fresh",2014,59653.81,120337.0,6618.9,31503.0
Spain,"Hen eggs in shell, fresh",2015,89782.0,147625.0,6942.41,25978.0
Spain,"Hen eggs in shell, fresh",2016,77375.41,108845.0,7831.58,30824.0
Spain,"Hen eggs in shell, fresh",2017,97402.92,150050.0,6283.75,27738.0
Spain,"Hen eggs in shell, fresh",2018,108485.43,173675.0,13823.14,31938.0
Spain,"Hen eggs in shell, fresh",2019,117627.8,170384.0,9520.19,27560.0
Spain,"Hen eggs in shell, fresh",2020,124324.87,200060.0,9156.16,26840.0
Spain,"Hen eggs in shell, fresh",2021,123743.22,213213.0,10172.36,36995.0
Spain,"Hen eggs in shell, fresh",2022,92487.14,227368.0,9686.58,38265.0
Spain,"Meat, Total",2000,29593.071052631578,53240.55894736842,29841.69210526316,62418.33315789474
Spain,"Meat, Total",2001,28498.13157894737,48620.15789473684,29480.21315789474,58617.57894736842
Spain,"Meat, Total",2002,30032.110526315795,52349.42105263158,31652.88684210526,66719.84210526316
Spain,"Meat, Total",2003,36272.278947368424,70734.21052631579,34242.02631578947,88806.21052631579
