Area,Item,Year,Producer Price (USD/tonne)
New Zealand,"Milk, Total",2013,413.3
New Zealand,"Milk, Total",2014,577.4
New Zealand,"Milk, Total",2015,266.4
New Zealand,"Milk, Total",2016,244.3
New Zealand,"Milk, Total",2017,374.4
New Zealand,"Milk, Total",2018,397.9
New Zealand,"Milk, Total",2019,359.1
New Zealand,"Milk, Total",2020,381.3
New Zealand,"Milk, Total",2021,405.3
New Zealand,"Milk, Total",2022,474.0
Poland,"Milk, Total",2000,184.65
Poland,"Milk, Total",2001,194.3
Poland,"Milk, Total",2002,188.75
Poland,"Milk, Total",2003,199.8
Poland,"Milk, Total",2004,235.95
Poland,"Milk, Total",2005,305.5
Poland,"Milk, Total",2006,326.79999999999995
Poland,"Milk, Total",2007,386.2
Poland,"Milk, Total",2008,450.75
Poland,"Milk, Total",2009,359.0
Poland,"Milk, Total",2010,422.35
Poland,"Milk, Total",2011,418.05
Poland,"Milk, Total",2012,402.75
Poland,"Milk, Total",2013,447.7
Poland,"Milk, Total",2014,574.1
Poland,"Milk, Total",2015,453.5
Poland,"Milk, Total",2016,281.0
Poland,"Milk, Total",2017,368.1
Poland,"Milk, Total",2018,372.7
Poland,"Milk, Total",2019,352.4
Poland,"Milk, Total",2020,354.4
Poland,"Milk, Total",2021,406.3
Poland,"Milk, Total",2022,518.6
Romania,"Milk, Total",2000,171.75
Romania,"Milk, Total",2001,199.2
Romania,"Milk, Total",2002,201.7
Romania,"Milk, Total",2003,254.60000000000002
Romania,"Milk, Total",2004,334.4
Romania,"Milk, Total",2005,389.55
Romania,"Milk, Total",2006,393.35
Romania,"Milk, Total",2007,512.6500000000001
Romania,"Milk, Total",2008,607.4000000000001
Romania,"Milk, Total",2009,547.65
Romania,"Milk, Total",2010,542.8
Romania,"Milk, Total",2011,644.55
Romania,"Milk, Total",2012,596.85
Romania,"Milk, Total",2013,557.4
Romania,"Milk, Total",2014,573.25
Romania,"Milk, Total",2015,549.25
Romania,"Milk, Total",2016,540.75
Romania,"Milk, Total",2017,556.45
Romania,"Milk, Total",2018,540.4
Romania,"Milk, Total",2019,548.6
Romania,"Milk, Total",2020,582.0
Romania,"Milk, Total",2021,656.2
Romania,"Milk, Total",2022,762.5
Spain,"Milk, Total",2000,446.40000000000003
Spain,"Milk, Total",2001,453.26666666666665
Spain,"Milk, Total",2002,465.2
Spain,"Milk, Total",2003,556.0333333333333
Spain,"Milk, Total",2004,630.7333333333332
Spain,"Milk, Total",2005,650.4333333333333
Spain,"Milk, Total",2006,648.8000000000001
Spain,"Milk, Total",2007,759.2333333333332
Spain,"Milk, Total",2008,871.9666666666667
Spain,"Milk, Total",2009,755.6333333333333
Spain,"Milk, Total",2010,679.5
Spain,"Milk, Total",2011,735.0666666666666
Spain,"Milk, Total",2012,714.4333333333334
Spain,"Milk, Total",2013,797.4666666666667
Spain,"Milk, Total",2014,883.1666666666666
Spain,"Milk, Total",2015,705.9666666666667
Spain,"Milk, Total",2016,672.8000000000001
Spain,"Milk, Total",2017,647.7666666666668
Spain,"Milk, Total",2018,661.8000000000001
Spain,"Milk, Total",2019,685.0666666666666
Spain,"Milk, Total",2020,718.2666666666668
Spain,"Milk, Total",2021,794.1
Spain,"Milk, Total",2022,830.8333333333334
Sweden,"Milk, Total",2000,334.3
Sweden,"Milk, Total",2001,291.5
Sweden,"Milk, Total",2002,315.5
Sweden,"Milk, Total",2003,382.3
Sweden,"Milk, Total",2004,398.7
Sweden,"Milk, Total",2005,378.9
Sweden,"Milk, Total",2006,378.3
Sweden,"Milk, Total",2007,449.9
Sweden,"Milk, Total",2008,543.2
Sweden,"Milk, Total",2009,390.7
Sweden,"Milk, Total",2010,478.7
Sweden,"Milk, Total",2011,551.3
Sweden,"Milk, Total",2012,500.4
Sweden,"Milk, Total",2013,563.4
Sweden,"Milk, Total",2014,539.3
Sweden,"Milk, Total",2015,371.4
Sweden,"Milk, Total",2016,360.5
Sweden,"Milk, Total",2017,448.7
Sweden,"Milk, Total",2018,461.2
Sweden,"Milk, Total",2019,419.5
Sweden,"Milk, Total",2020,443.5
Sweden,"Milk, Total",2021,498.4
Sweden,"Milk, Total",2022,564.5
United States of America,"Milk, Total",2000,273.0
United States of America,"Milk, Total",2001,331.0
United States of America,"Milk, Total",2002,269.0
United States of America,"Milk, Total",2003,277.0
United States of America,"Milk, Total",2004,356.0
United States of America,"Milk, Total",2005,335.0
United States of America,"Milk, Total",2006,286.0
United States of America,"Milk, Total",2007,424.0
United States of America,"Milk, Total",2008,407.0
United States of America,"Milk, Total",2009,285.0
United States of America,"Milk, Total",2010,360.0
United States of America,"Milk, Total",2011,446.0
United States of America,"Milk, Total",2012,409.0
United States of America,"Milk, Total",2013,443.0
United States of America,"Milk, Total",2014,531.0
United States of America,"Milk, Total",2015,379.0
United States of America,"Milk, Total",2016,360.0
United States of America,"Milk, Total",2017,390.0
United States of America,"Milk, Total",2018,358.9
United States of America,"Milk, Total",2019,410.7
United States of America,"Milk, Total",2020,402.3
United States of America,"Milk, Total",2021,408.7
United States of America,"Milk, Total",2022,559.8
Argentina,"Meat, Total",2000,1354.2599999999998
Argentina,"Meat, Total",2001,1311.86
Argentina,"Meat, Total",2002,797.8399999999999
Argentina,"Meat, Total",2003,778.2333333333332
Argentina,"Meat, Total",2004,694.1
Argentina,"Meat, Total",2005,757.7
Argentina,"Meat, Total",2006,673.2666666666667
Argentina,"Meat, Total",2007,764.8333333333334
Argentina,"Meat, Total",2008,861.9666666666667
Argentina,"Meat, Total",2009,741.5333333333333
Argentina,"Meat, Total",2010,1214.3
Argentina,"Meat, Total",2011,1454.7
Argentina,"Meat, Total",2012,1456.7
Argentina,"Meat, Total",2013,1360.0666666666666
Argentina,"Meat, Total",2014,1351.7666666666667
Argentina,"Meat, Total",2015,2785.175
Argentina,"Meat, Total",2016,2466.9285714285716
Argentina,"Meat, Total",2017,1934.6571428571428
Argentina,"Meat, Total",2018,1720.7285714285715
Argentina,"Meat, Total",2019,1496.9571428571428
Argentina,"Meat, Total",2020,1793.72
Australia,"Meat, Total",2000,896.1714285714286
Australia,"Meat, Total",2001,891.4857142857143
Australia,"Meat, Total",2002,1112.9
Australia,"Meat, Total",2003,1126.33
Australia,"Meat, Total",2004,1380.4
Australia,"Meat, Total",2005,1471.72
Australia,"Meat, Total",2006,1476.52
Australia,"Meat, Total",2007,1595.85
Australia,"Meat, Total",2008,1604.6
Australia,"Meat, Total",2009,1646.39
Australia,"Meat, Total",2010,2046.7599999999998
Australia,"Meat, Total",2011,2614.23
Australia,"Meat, Total",2012,2491.09
Australia,"Meat, Total",2013,2076.8125
Australia,"Meat, Total",2014,1870.7875000000001
Australia,"Meat, Total",2015,1505.5375000000001
Australia,"Meat, Total",2020,3302.65
Australia,"Meat, Total",2021,3648.875
Australia,"Meat, Total",2022,3673.375
Austria,"Meat, Total",2000,1892.3
Austria,"Meat, Total",2001,1873.7900000000002
Austria,"Meat, Total",2002,1945.39
Austria,"Meat, Total",2003,2297.91
Austria,"Meat, Total",2004,2531.25
Austria,"Meat, Total",2005,2608.0
Austria,"Meat, Total",2006,2713.2
Austria,"Meat, Total",2007,2933.2
Austria,"Meat, Total",2008,3352.5699999999997
Austria,"Meat, Total",2009,3105.0299999999997
Austria,"Meat, Total",2010,3176.96
Austria,"Meat, Total",2011,3509.95
Austria,"Meat, Total",2012,3432.56
Austria,"Meat, Total",2013,3668.66
Austria,"Meat, Total",2014,3707.04
Austria,"Meat, Total",2015,3131.6099999999997
Austria,"Meat, Total",2016,3125.7799999999997
Austria,"Meat, Total",2017,3262.08
Austria,"Meat, Total",2018,3070.7200000000003
Austria,"Meat, Total",2019,2947.01
Austria,"Meat, Total",2020,2969.83
Austria,"Meat, Total",2021,3239.29
Austria,"Meat, Total",2022,3266.57
Belgium,"Meat, Total",2000,1058.54
Belgium,"Meat, Total",2001,1079.96
Belgium,"Meat, Total",2002,1064.975
Belgium,"Meat, Total",2003,1550.9499999999998
Belgium,"Meat, Total",2004,1839.525
Belgium,"Meat, Total",2005,1921.175
Belgium,"Meat, Total",2006,1988.325
Belgium,"Meat, Total",2007,2188.325
Belgium,"Meat, Total",2008,3082.7599999999998
Belgium,"Meat, Total",2009,2917.88
Belgium,"Meat, Total",2010,2788.6800000000003
Belgium,"Meat, Total",2011,3031.04
Belgium,"Meat, Total",2012,2850.94
Belgium,"Meat, Total",2013,3203.84
Belgium,"Meat, Total",2014,3036.8599999999997
Belgium,"Meat, Total",2015,2206.6
Belgium,"Meat, Total",2016,2142.7599999999998
Belgium,"Meat, Total",2017,2073.4750000000004
Belgium,"Meat, Total",2018,2204.575
Belgium,"Meat, Total",2019,2021.1999999999998
Belgium,"Meat, Total",2020,2192.15
Belgium,"Meat, Total",2021,2406.975
Belgium,"Meat, Total",2022,2406.0249999999996
Brazil,"Meat, Total",2000,881.5
Brazil,"Meat, Total",2001,740.2666666666668
Brazil,"Meat, Total",2002,626.1999999999999
Brazil,"Meat, Total",2003,715.2333333333332
Brazil,"Meat, Total",2004,875.7333333333332
Brazil,"Meat, Total",2005,1058.3
Brazil,"Meat, Total",2006,1089.2666666666667
Brazil,"Meat, Total",2007,1013.9
Brazil,"Meat, Total",2008,1100.6
Brazil,"Meat, Total",2009,1022.4
Brazil,"Meat, Total",2010,1118.8
Brazil,"Meat, Total",2011,2276.1
Brazil,"Meat, Total",2012,2072.5
Brazil,"Meat, Total",2013,2178.4666666666667
Brazil,"Meat, Total",2014,2327.0333333333333
Brazil,"Meat, Total",2015,1844.6666666666667
Brazil,"Meat, Total",2016,1657.8333333333333
Canada,"Meat, Total",2000,1026.875
Canada,"Meat, Total",2001,1014.675
Canada,"Meat, Total",2002,876.675
Canada,"Meat, Total",2003,963.9
Canada,"Meat, Total",2004,1034.025
Canada,"Meat, Total",2005,1179.875
Canada,"Meat, Total",2006,1292.2
Canada,"Meat, Total",2007,1363.95
Canada,"Meat, Total",2008,1372.625
Canada,"Meat, Total",2009,1294.125
Canada,"Meat, Total",2010,1583.325
Canada,"Meat, Total",2011,1898.725
Canada,"Meat, Total",2012,1882.8
Canada,"Meat, Total",2013,1799.3
Canada,"Meat, Total",2014,2021.775
Canada,"Meat, Total",2015,1890.125
Canada,"Meat, Total",2016,1666.15
Canada,"Meat, Total",2017,1753.55
Canada,"Meat, Total",2018,1725.4
Canada,"Meat, Total",2019,1709.8500000000001
Canada,"Meat, Total",2020,1821.375
Canada,"Meat, Total",2021,2235.075
Canada,"Meat, Total",2022,2186.925
Denmark,"Meat, Total",2000,1243.3428571428572
Denmark,"Meat, Total",2001,1267.0857142857144
Denmark,"Meat, Total",2002,1250.2857142857142
Denmark,"Meat, Total",2003,1378.7428571428572
Denmark,"Meat, Total",2004,1595.2285714285715
Denmark,"Meat, Total",2005,1619.8285714285714
Denmark,"Meat, Total",2006,1695.142857142857
Denmark,"Meat, Total",2007,1806.8857142857144
Denmark,"Meat, Total",2008,2110.7625
Denmark,"Meat, Total",2009,1938.95
Denmark,"Meat, Total",2010,1909.0875
Denmark,"Meat, Total",2011,2252.425
Denmark,"Meat, Total",2012,2232.8125
Denmark,"Meat, Total",2013,2380.2125
Denmark,"Meat, Total",2014,2300.1375
Denmark,"Meat, Total",2015,1958.3875
Denmark,"Meat, Total",2016,1959.975
Denmark,"Meat, Total",2017,2033.525
Denmark,"Meat, Total",2018,2081.45
Denmark,"Meat, Total",2019,1982.25
Denmark,"Meat, Total",2020,2119.75
Denmark,"Meat, Total",2021,2279.0375
Denmark,"Meat, Total",2022,2495.8125
Finland,"Meat, Total",2000,1403.925
Finland,"Meat, Total",2001,1446.7
Finland,"Meat, Total",2002,1496.35
Finland,"Meat, Total",2003,1701.45
Finland,"Meat, Total",2004,1943.125
Finland,"Meat, Total",2005,2027.075
Finland,"Meat, Total",2006,2057.45
Finland,"Meat, Total",2007,2340.55
Finland,"Meat, Total",2008,2665.9
Finland,"Meat, Total",2009,2587.525
Finland,"Meat, Total",2010,2426.05
Finland,"Meat, Total",2011,2689.975
Finland,"Meat, Total",2012,2775.175
Finland,"Meat, Total",2013,3203.75
Finland,"Meat, Total",2014,3172.45
Finland,"Meat, Total",2015,2470.3
Finland,"Meat, Total",2016,2393.125
Finland,"Meat, Total",2017,2532.45
Finland,"Meat, Total",2018,2687.275
Finland,"Meat, Total",2019,2589.025
Finland,"Meat, Total",2020,2656.175
Finland,"Meat, Total",2021,2903.325
Finland,"Meat, Total",2022,2864.54
France,"Meat, Total",2000,2201.7714285714287
France,"Meat, Total",2001,2439.3
France,"Meat, Total",2002,2411.7428571428572
France,"Meat, Total",2003,2836.457142857143
France,"Meat, Total",2004,2836.633333333333
France,"Meat, Total",2005,2828.5499999999997
France,"Meat, Total",2006,2951.9500000000003
France,"Meat, Total",2007,3206.9666666666667
France,"Meat, Total",2008,3841.5333333333333
France,"Meat, Total",2009,3512.116666666667
France,"Meat, Total",2010,3368.2999999999997
France,"Meat, Total",2011,3816.433333333333
France,"Meat, Total",2012,3699.5
France,"Meat, Total",2013,4042.283333333333
France,"Meat, Total",2014,3911.2166666666667
France,"Meat, Total",2015,3187.633333333333
France,"Meat, Total",2016,3133.7166666666667
France,"Meat, Total",2017,3244.7999999999997
France,"Meat, Total",2018,3361.7000000000003
France,"Meat, Total",2019,3253.4500000000003
France,"Meat, Total",2020,3380.2166666666667
France,"Meat, Total",2021,3753.0333333333333
Germany,"Meat, Total",2000,1140.1399999999999
Germany,"Meat, Total",2001,1199.3600000000001
Germany,"Meat, Total",2002,1228.08
Germany,"Meat, Total",2012,3179.98
Germany,"Meat, Total",2013,3235.0299999999997
Germany,"Meat, Total",2014,3132.7400000000002
Germany,"Meat, Total",2015,2582.1076923076926
Germany,"Meat, Total",2016,2653.3384615384616
Germany,"Meat, Total",2017,2830.153846153846
Germany,"Meat, Total",2018,2859.923076923077
Germany,"Meat, Total",2019,2732.946153846154
Germany,"Meat, Total",2020,2643.575
Germany,"Meat, Total",2021,3114.2333333333336
Germany,"Meat, Total",2022,3380.3333333333335
Hungary,"Meat, Total",2000,961.8000000000001
Hungary,"Meat, Total",2001,1154.625
Hungary,"Meat, Total",2002,1188.725
Hungary,"Meat, Total",2003,1320.125
Hungary,"Meat, Total",2004,1549.6
Hungary,"Meat, Total",2005,1695.3249999999998
Hungary,"Meat, Total",2006,1889.3400000000001
Hungary,"Meat, Total",2007,2084.18
Hungary,"Meat, Total",2008,2471.02
Hungary,"Meat, Total",2009,2002.7
Hungary,"Meat, Total",2010,2055.06
Hungary,"Meat, Total",2011,2535.82
Hungary,"Meat, Total",2012,2434.46
Hungary,"Meat, Total",2013,2104.5
Hungary,"Meat, Total",2014,2300.62
Hungary,"Meat, Total",2015,1638.9
Hungary,"Meat, Total",2016,1529.375
Hungary,"Meat, Total",2017,1627.875
Hungary,"Meat, Total",2018,1676.9
Hungary,"Meat, Total",2019,1680.0
Hungary,"Meat, Total",2020,1690.675
Hungary,"Meat, Total",2021,1912.425
Hungary,"Meat, Total",2022,2013.975
India,"Meat, Total",2001,1053.15
Ireland,"Meat, Total",2000,1066.3
Ireland,"Meat, Total",2001,1162.075
Ireland,"Meat, Total",2002,1190.4666666666667
Ireland,"Meat, Total",2003,1414.6000000000001
Ireland,"Meat, Total",2004,1614.1000000000001
Ireland,"Meat, Total",2005,1495.6666666666667
Ireland,"Meat, Total",2006,1542.6666666666667
Ireland,"Meat, Total",2007,1718.2
Ireland,"Meat, Total",2008,1963.8999999999999
Ireland,"Meat, Total",2009,1804.7
Ireland,"Meat, Total",2010,1918.9333333333334
Ireland,"Meat, Total",2011,1992.6999999999998
Ireland,"Meat, Total",2012,2001.5500000000002
Ireland,"Meat, Total",2013,2719.5
Ireland,"Meat, Total",2014,2643.1
Ireland,"Meat, Total",2015,2480.0
Ireland,"Meat, Total",2016,2290.0
Ireland,"Meat, Total",2017,2342.6
Ireland,"Meat, Total",2018,2335.2
Ireland,"Meat, Total",2019,2152.2
Ireland,"Meat, Total",2020,2273.1
Ireland,"Meat, Total",2021,2536.7
Ireland,"Meat, Total",2022,2472.3
Italy,"Meat, Total",2002,1932.5
Italy,"Meat, Total",2003,2261.4666666666667
Italy,"Meat, Total",2004,2505.233333333333
Italy,"Meat, Total",2005,2561.6
Italy,"Meat, Total",2006,2574.575
Italy,"Meat, Total",2007,2782.925
Italy,"Meat, Total",2008,2103.5
Italy,"Meat, Total",2009,2042.3999999999999
Italy,"Meat, Total",2010,1893.3500000000001
Italy,"Meat, Total",2011,2204.3
Italy,"Meat, Total",2012,2616.233333333333
Italy,"Meat, Total",2013,2794.4666666666667
Italy,"Meat, Total",2014,2777.566666666667
Italy,"Meat, Total",2015,2231.1
Italy,"Meat, Total",2016,2254.4
Italy,"Meat, Total",2017,2500.266666666667
Italy,"Meat, Total",2018,2707.3333333333335
Italy,"Meat, Total",2019,2428.0666666666666
Italy,"Meat, Total",2020,2423.5666666666666
Italy,"Meat, Total",2021,2548.2666666666664
Italy,"Meat, Total",2022,2686.4
Netherlands (Kingdom of the),"Meat, Total",2000,1184.74
Netherlands (Kingdom of the),"Meat, Total",2001,1403.8600000000001
Netherlands (Kingdom of the),"Meat, Total",2002,1431.1200000000001
Netherlands (Kingdom of the),"Meat, Total",2003,1761.7199999999998
Netherlands (Kingdom of the),"Meat, Total",2004,1925.0
Netherlands (Kingdom of the),"Meat, Total",2005,1890.7
Netherlands (Kingdom of the),"Meat, Total",2006,1989.94
Netherlands (Kingdom of the),"Meat, Total",2007,2202.6400000000003
Netherlands (Kingdom of the),"Meat, Total",2008,2345.08
Netherlands (Kingdom of the),"Meat, Total",2009,2138.8
Netherlands (Kingdom of the),"Meat, Total",2010,2091.925
Netherlands (Kingdom of the),"Meat, Total",2011,1902.425
Netherlands (Kingdom of the),"Meat, Total",2012,1919.3
Netherlands (Kingdom of the),"Meat, Total",2013,1921.7
Netherlands (Kingdom of the),"Meat, Total",2014,1868.425
Netherlands (Kingdom of the),"Meat, Total",2015,1556.3000000000002
Netherlands (Kingdom of the),"Meat, Total",2016,1538.125
Netherlands (Kingdom of the),"Meat, Total",2017,1608.25
Netherlands (Kingdom of the),"Meat, Total",2018,1699.05
Netherlands (Kingdom of the),"Meat, Total",2019,1653.875
Netherlands (Kingdom of the),"Meat, Total",2020,1709.475
Netherlands (Kingdom of the),"Meat, Total",2021,1980.35
Netherlands (Kingdom of the),"Meat, Total",2022,1907.7400000000002
New Zealand,"Meat, Total",2000,854.28
New Zealand,"Meat, Total",2001,929.96
New Zealand,"Meat, Total",2002,1094.16
New Zealand,"Meat, Total",2003,1083.94
New Zealand,"Meat, Total",2004,1179.56
New Zealand,"Meat, Total",2005,1285.7800000000002
New Zealand,"Meat, Total",2006,1137.78
New Zealand,"Meat, Total",2007,1379.8799999999999
New Zealand,"Meat, Total",2008,1455.9599999999998
New Zealand,"Meat, Total",2009,1614.46
New Zealand,"Meat, Total",2010,1705.9599999999998
New Zealand,"Meat, Total",2011,2052.2599999999998
New Zealand,"Meat, Total",2012,2114.44
New Zealand,"Meat, Total",2013,1998.5
New Zealand,"Meat, Total",2014,1989.98
New Zealand,"Meat, Total",2015,1767.4
New Zealand,"Meat, Total",2016,1809.36
New Zealand,"Meat, Total",2017,1879.06
New Zealand,"Meat, Total",2018,2064.04
New Zealand,"Meat, Total",2019,2009.78
New Zealand,"Meat, Total",2020,1867.2400000000002
New Zealand,"Meat, Total",2021,1858.86
New Zealand,"Meat, Total",2022,1937.0
Poland,"Meat, Total",2000,873.775
Poland,"Meat, Total",2001,983.375
Poland,"Meat, Total",2002,920.9000000000001
Poland,"Meat, Total",2003,980.825
Poland,"Meat, Total",2004,1226.8
Poland,"Meat, Total",2005,1514.2666666666667
Poland,"Meat, Total",2006,1324.45
Poland,"Meat, Total",2007,1504.925
Poland,"Meat, Total",2008,1766.85
Poland,"Meat, Total",2009,1535.2
Poland,"Meat, Total",2010,1518.35
Poland,"Meat, Total",2011,1798.2
Poland,"Meat, Total",2012,1778.55
Poland,"Meat, Total",2013,1778.225
Poland,"Meat, Total",2014,1701.75
Poland,"Meat, Total",2015,1410.725
Poland,"Meat, Total",2016,1347.95
Poland,"Meat, Total",2017,1420.325
Poland,"Meat, Total",2018,1460.575
Poland,"Meat, Total",2019,1412.075
Poland,"Meat, Total",2020,1402.075
Poland,"Meat, Total",2021,1633.775
Poland,"Meat, Total",2022,1865.225
Romania,"Meat, Total",2000,1177.3666666666666
Romania,"Meat, Total",2001,1555.05
Romania,"Meat, Total",2002,1717.6000000000001
Romania,"Meat, Total",2003,1686.4166666666667
Romania,"Meat, Total",2004,1552.2625
Romania,"Meat, Total",2005,1994.675
Romania,"Meat, Total",2006,1981.8125
Romania,"Meat, Total",2007,2236.9625
Romania,"Meat, Total",2008,2437.075
Romania,"Meat, Total",2009,2358.125
Romania,"Meat, Total",2010,2341.3625
Romania,"Meat, Total",2011,2586.025
Romania,"Meat, Total",2012,2436.2625
Romania,"Meat, Total",2013,2773.5125
Romania,"Meat, Total",2014,2750.675
Romania,"Meat, Total",2015,2186.9125
Romania,"Meat, Total",2016,2097.725
Romania,"Meat, Total",2017,2124.7625
Romania,"Meat, Total",2018,2132.3777777777777
Romania,"Meat, Total",2019,2069.922222222222
Romania,"Meat, Total",2020,2237.3999999999996
Romania,"Meat, Total",2021,2454.7444444444445
Romania,"Meat, Total",2022,2779.6222222222223
Spain,"Meat, Total",2000,1489.025
Spain,"Meat, Total",2001,1619.4250000000002
Spain,"Meat, Total",2002,1549.0875
Spain,"Meat, Total",2003,1824.15
Spain,"Meat, Total",2004,2015.5125
Spain,"Meat, Total",2005,2135.3
Spain,"Meat, Total",2006,2244.6857142857143
Spain,"Meat, Total",2007,2410.85
Spain,"Meat, Total",2008,2533.75
Spain,"Meat, Total",2009,2434.4
Spain,"Meat, Total",2010,2263.0
Spain,"Meat, Total",2011,2641.4666666666667
Spain,"Meat, Total",2012,2505.0
Spain,"Meat, Total",2013,2552.4166666666665
Spain,"Meat, Total",2014,2351.285714285714
Spain,"Meat, Total",2015,1977.3874999999998
Spain,"Meat, Total",2016,1963.6875
Spain,"Meat, Total",2017,2048.5625
Spain,"Meat, Total",2018,2080.275
Spain,"Meat, Total",2019,1968.9875
Spain,"Meat, Total",2020,1990.2625
Spain,"Meat, Total",2021,2195.0
Spain,"Meat, Total",2022,2249.6875
Sweden,"Meat, Total",2000,1459.8
Sweden,"Meat, Total",2001,1346.4250000000002
Sweden,"Meat, Total",2002,1454.5
Sweden,"Meat, Total",2003,1665.475
Sweden,"Meat, Total",2004,1144.3
Sweden,"Meat, Total",2005,1138.6666666666667
Sweden,"Meat, Total",2006,866.1
Sweden,"Meat, Total",2007,1019.6
Sweden,"Meat, Total",2008,1371.5
Sweden,"Meat, Total",2009,1122.3
Sweden,"Meat, Total",2010,1191.8
Sweden,"Meat, Total",2011,1470.7
Sweden,"Meat, Total",2012,1411.1
United States of America,"Meat, Total",2000,991.0
United States of America,"Meat, Total",2001,1042.25
United States of America,"Meat, Total",2002,874.5
United States of America,"Meat, Total",2003,1031.25
United States of America,"Meat, Total",2004,1217.0
United States of America,"Meat, Total",2005,1258.75
United States of America,"Meat, Total",2006,1126.5
United States of America,"Meat, Total",2007,1163.25
United States of America,"Meat, Total",2008,1152.5
United States of America,"Meat, Total",2009,1100.75
United States of America,"Meat, Total",2010,1350.5
United States of America,"Meat, Total",2011,1647.6666666666667
United States of America,"Meat, Total",2012,1736.6666666666667
United States of America,"Meat, Total",2013,1856.6666666666667
United States of America,"Meat, Total",2014,2148.3333333333335
United States of America,"Meat, Total",2015,1875.3333333333333
United States of America,"Meat, Total",2016,1588.3333333333333
United States of America,"Meat, Total",2017,1687.2666666666667
United States of America,"Meat, Total",2018,1645.3666666666668
United States of America,"Meat, Total",2019,1599.0666666666666
United States of America,"Meat, Total",2020,1413.1666666666667
United States of America,"Meat, Total",2021,1774.7333333333333
United States of America,"Meat, Total",2022,2198.733333333333
Argentina,"Cereals, primary",2000,95.18571428571428
Argentina,"Cereals, primary",2001,102.78571428571429
Argentina,"Cereals, primary",2002,104.5
Argentina,"Cereals, primary",2003,110.92
Argentina,"Cereals, primary",2004,84.86666666666666
Argentina,"Cereals, primary",2005,74.06666666666666
Argentina,"Cereals, primary",2006,98.225
Argentina,"Cereals, primary",2007,144.95999999999998
Argentina,"Cereals, primary",2008,182.68
Argentina,"Cereals, primary",2009,152.76
Argentina,"Cereals, primary",2010,176.11999999999998
Argentina,"Cereals, primary",2011,190.76
Argentina,"Cereals, primary",2012,193.38
Argentina,"Cereals, primary",2013,232.82
Argentina,"Cereals, primary",2014,173.92
Australia,"Cereals, primary",2000,101.975
Australia,"Cereals, primary",2001,108.3625
Australia,"Cereals, primary",2002,127.0
Australia,"Cereals, primary",2003,191.2375
Australia,"Cereals, primary",2004,165.4625
Australia,"Cereals, primary",2005,154.3375
Australia,"Cereals, primary",2006,134.8
Australia,"Cereals, primary",2007,209.07142857142858
Australia,"Cereals, primary",2008,277.96000000000004
Australia,"Cereals, primary",2009,227.18571428571428
Australia,"Cereals, primary",2010,220.71999999999997
Australia,"Cereals, primary",2011,230.62857142857143
Australia,"Cereals, primary",2012,225.57142857142858
Australia,"Cereals, primary",2013,251.55714285714288
Australia,"Cereals, primary",2014,256.38571428571424
Australia,"Cereals, primary",2015,226.65714285714284
Australia,"Cereals, primary",2016,223.44285714285712
Australia,"Cereals, primary",2017,188.21428571428572
Australia,"Cereals, primary",2018,214.54285714285714
Australia,"Cereals, primary",2019,269.2142857142857
Australia,"Cereals, primary",2020,303.25
Australia,"Cereals, primary",2021,245.54999999999998
Australia,"Cereals, primary",2022,242.21999999999997
Austria,"Cereals, primary",2000,95.36666666666667
Austria,"Cereals, primary",2001,89.8
Austria,"Cereals, primary",2002,87.05
Austria,"Cereals, primary",2003,115.13333333333333
Austria,"Cereals, primary",2004,100.98333333333333
Austria,"Cereals, primary",2005,97.0
Austria,"Cereals, primary",2006,126.5
Austria,"Cereals, primary",2007,231.54999999999998
Austria,"Cereals, primary",2008,172.11666666666667
Austria,"Cereals, primary",2009,113.2
Austria,"Cereals, primary",2010,205.9333333333333
Austria,"Cereals, primary",2011,222.0
Austria,"Cereals, primary",2012,248.6
Austria,"Cereals, primary",2013,184.6
Austria,"Cereals, primary",2014,156.33333333333334
Austria,"Cereals, primary",2015,139.43333333333334
Austria,"Cereals, primary",2016,124.53333333333335
Austria,"Cereals, primary",2017,152.70000000000002
Austria,"Cereals, primary",2018,168.66666666666666
Austria,"Cereals, primary",2019,146.65
Austria,"Cereals, primary",2020,147.9
Austria,"Cereals, primary",2021,236.95000000000002
Austria,"Cereals, primary",2022,271.5
Belgium,"Cereals, primary",2000,99.65
Belgium,"Cereals, primary",2001,95.725
Belgium,"Cereals, primary",2002,86.35
Belgium,"Cereals, primary",2003,120.38
Belgium,"Cereals, primary",2004,113.04
Belgium,"Cereals, primary",2005,109.54
Belgium,"Cereals, primary",2006,124.66
Belgium,"Cereals, primary",2007,182.72
Belgium,"Cereals, primary",2008,185.56
Belgium,"Cereals, primary",2009,135.02
Belgium,"Cereals, primary",2010,196.8
Belgium,"Cereals, primary",2011,234.01999999999998
Belgium,"Cereals, primary",2012,239.84
Belgium,"Cereals, primary",2013,190.24
Belgium,"Cereals, primary",2014,151.62
Belgium,"Cereals, primary",2015,120.55999999999999
Belgium,"Cereals, primary",2016,102.34
Belgium,"Cereals, primary",2017,112.42
Belgium,"Cereals, primary",2018,153.14000000000001
Belgium,"Cereals, primary",2019,129.68
Belgium,"Cereals, primary",2020,149.24
Belgium,"Cereals, primary",2021,213.84
Belgium,"Cereals, primary",2022,245.48000000000002
Brazil,"Cereals, primary",2000,100.72857142857141
Brazil,"Cereals, primary",2001,84.94285714285715
